source_name	source_dtype	source_shape	transformation	destination_name	destination_dtype	destination_shape	component	role
vae.decoder.last_scale_shift_table	BF16	[2,128]	identity_bytes	component.vae.decoder.last_scale_shift_table	BF16	[2,128]	vae.decoder	weight
vae.decoder.last_time_embedder.timestep_embedder.linear_1.bias	BF16	[256]	identity_bytes	component.vae.decoder.last_time_embedder.timestep_embedder.linear_1.bias	BF16	[256]	vae.decoder	weight
vae.decoder.last_time_embedder.timestep_embedder.linear_1.weight	BF16	[256,256]	identity_bytes	component.vae.decoder.last_time_embedder.timestep_embedder.linear_1.weight	BF16	[256,256]	vae.decoder	weight
vae.decoder.last_time_embedder.timestep_embedder.linear_2.bias	BF16	[256]	identity_bytes	component.vae.decoder.last_time_embedder.timestep_embedder.linear_2.bias	BF16	[256]	vae.decoder	weight
vae.decoder.last_time_embedder.timestep_embedder.linear_2.weight	BF16	[256,256]	identity_bytes	component.vae.decoder.last_time_embedder.timestep_embedder.linear_2.weight	BF16	[256,256]	vae.decoder	weight
vae.decoder.timestep_scale_multiplier	BF16	[]	identity_bytes	component.vae.decoder.timestep_scale_multiplier	BF16	[]	vae.decoder	weight
vae.decoder.up_blocks.0.res_blocks.0.conv1.conv.bias	BF16	[1024]	identity_bytes	component.vae.decoder.up_blocks.0.res_blocks.0.conv1.conv.bias	BF16	[1024]	vae.decoder	weight
vae.decoder.up_blocks.0.res_blocks.0.conv1.conv.weight	BF16	[1024,1024,3,3,3]	identity_bytes	component.vae.decoder.up_blocks.0.res_blocks.0.conv1.conv.weight	BF16	[1024,1024,3,3,3]	vae.decoder	weight
vae.decoder.up_blocks.0.res_blocks.0.conv2.conv.bias	BF16	[1024]	identity_bytes	component.vae.decoder.up_blocks.0.res_blocks.0.conv2.conv.bias	BF16	[1024]	vae.decoder	weight
vae.decoder.up_blocks.0.res_blocks.0.conv2.conv.weight	BF16	[1024,1024,3,3,3]	identity_bytes	component.vae.decoder.up_blocks.0.res_blocks.0.conv2.conv.weight	BF16	[1024,1024,3,3,3]	vae.decoder	weight
vae.decoder.up_blocks.0.res_blocks.0.scale_shift_table	BF16	[4,1024]	identity_bytes	component.vae.decoder.up_blocks.0.res_blocks.0.scale_shift_table	BF16	[4,1024]	vae.decoder	weight
vae.decoder.up_blocks.0.res_blocks.1.conv1.conv.bias	BF16	[1024]	identity_bytes	component.vae.decoder.up_blocks.0.res_blocks.1.conv1.conv.bias	BF16	[1024]	vae.decoder	weight
vae.decoder.up_blocks.0.res_blocks.1.conv1.conv.weight	BF16	[1024,1024,3,3,3]	identity_bytes	component.vae.decoder.up_blocks.0.res_blocks.1.conv1.conv.weight	BF16	[1024,1024,3,3,3]	vae.decoder	weight
vae.decoder.up_blocks.0.res_blocks.1.conv2.conv.bias	BF16	[1024]	identity_bytes	component.vae.decoder.up_blocks.0.res_blocks.1.conv2.conv.bias	BF16	[1024]	vae.decoder	weight
vae.decoder.up_blocks.0.res_blocks.1.conv2.conv.weight	BF16	[1024,1024,3,3,3]	identity_bytes	component.vae.decoder.up_blocks.0.res_blocks.1.conv2.conv.weight	BF16	[1024,1024,3,3,3]	vae.decoder	weight
vae.decoder.up_blocks.0.res_blocks.1.scale_shift_table	BF16	[4,1024]	identity_bytes	component.vae.decoder.up_blocks.0.res_blocks.1.scale_shift_table	BF16	[4,1024]	vae.decoder	weight
vae.decoder.up_blocks.0.res_blocks.2.conv1.conv.bias	BF16	[1024]	identity_bytes	component.vae.decoder.up_blocks.0.res_blocks.2.conv1.conv.bias	BF16	[1024]	vae.decoder	weight
vae.decoder.up_blocks.0.res_blocks.2.conv1.conv.weight	BF16	[1024,1024,3,3,3]	identity_bytes	component.vae.decoder.up_blocks.0.res_blocks.2.conv1.conv.weight	BF16	[1024,1024,3,3,3]	vae.decoder	weight
vae.decoder.up_blocks.0.res_blocks.2.conv2.conv.bias	BF16	[1024]	identity_bytes	component.vae.decoder.up_blocks.0.res_blocks.2.conv2.conv.bias	BF16	[1024]	vae.decoder	weight
vae.decoder.up_blocks.0.res_blocks.2.conv2.conv.weight	BF16	[1024,1024,3,3,3]	identity_bytes	component.vae.decoder.up_blocks.0.res_blocks.2.conv2.conv.weight	BF16	[1024,1024,3,3,3]	vae.decoder	weight
vae.decoder.up_blocks.0.res_blocks.2.scale_shift_table	BF16	[4,1024]	identity_bytes	component.vae.decoder.up_blocks.0.res_blocks.2.scale_shift_table	BF16	[4,1024]	vae.decoder	weight
vae.decoder.up_blocks.0.res_blocks.3.conv1.conv.bias	BF16	[1024]	identity_bytes	component.vae.decoder.up_blocks.0.res_blocks.3.conv1.conv.bias	BF16	[1024]	vae.decoder	weight
vae.decoder.up_blocks.0.res_blocks.3.conv1.conv.weight	BF16	[1024,1024,3,3,3]	identity_bytes	component.vae.decoder.up_blocks.0.res_blocks.3.conv1.conv.weight	BF16	[1024,1024,3,3,3]	vae.decoder	weight
vae.decoder.up_blocks.0.res_blocks.3.conv2.conv.bias	BF16	[1024]	identity_bytes	component.vae.decoder.up_blocks.0.res_blocks.3.conv2.conv.bias	BF16	[1024]	vae.decoder	weight
vae.decoder.up_blocks.0.res_blocks.3.conv2.conv.weight	BF16	[1024,1024,3,3,3]	identity_bytes	component.vae.decoder.up_blocks.0.res_blocks.3.conv2.conv.weight	BF16	[1024,1024,3,3,3]	vae.decoder	weight
vae.decoder.up_blocks.0.res_blocks.3.scale_shift_table	BF16	[4,1024]	identity_bytes	component.vae.decoder.up_blocks.0.res_blocks.3.scale_shift_table	BF16	[4,1024]	vae.decoder	weight
vae.decoder.up_blocks.0.res_blocks.4.conv1.conv.bias	BF16	[1024]	identity_bytes	component.vae.decoder.up_blocks.0.res_blocks.4.conv1.conv.bias	BF16	[1024]	vae.decoder	weight
vae.decoder.up_blocks.0.res_blocks.4.conv1.conv.weight	BF16	[1024,1024,3,3,3]	identity_bytes	component.vae.decoder.up_blocks.0.res_blocks.4.conv1.conv.weight	BF16	[1024,1024,3,3,3]	vae.decoder	weight
vae.decoder.up_blocks.0.res_blocks.4.conv2.conv.bias	BF16	[1024]	identity_bytes	component.vae.decoder.up_blocks.0.res_blocks.4.conv2.conv.bias	BF16	[1024]	vae.decoder	weight
vae.decoder.up_blocks.0.res_blocks.4.conv2.conv.weight	BF16	[1024,1024,3,3,3]	identity_bytes	component.vae.decoder.up_blocks.0.res_blocks.4.conv2.conv.weight	BF16	[1024,1024,3,3,3]	vae.decoder	weight
vae.decoder.up_blocks.0.res_blocks.4.scale_shift_table	BF16	[4,1024]	identity_bytes	component.vae.decoder.up_blocks.0.res_blocks.4.scale_shift_table	BF16	[4,1024]	vae.decoder	weight
vae.decoder.up_blocks.0.res_blocks.5.conv1.conv.bias	BF16	[1024]	identity_bytes	component.vae.decoder.up_blocks.0.res_blocks.5.conv1.conv.bias	BF16	[1024]	vae.decoder	weight
vae.decoder.up_blocks.0.res_blocks.5.conv1.conv.weight	BF16	[1024,1024,3,3,3]	identity_bytes	component.vae.decoder.up_blocks.0.res_blocks.5.conv1.conv.weight	BF16	[1024,1024,3,3,3]	vae.decoder	weight
vae.decoder.up_blocks.0.res_blocks.5.conv2.conv.bias	BF16	[1024]	identity_bytes	component.vae.decoder.up_blocks.0.res_blocks.5.conv2.conv.bias	BF16	[1024]	vae.decoder	weight
vae.decoder.up_blocks.0.res_blocks.5.conv2.conv.weight	BF16	[1024,1024,3,3,3]	identity_bytes	component.vae.decoder.up_blocks.0.res_blocks.5.conv2.conv.weight	BF16	[1024,1024,3,3,3]	vae.decoder	weight
vae.decoder.up_blocks.0.res_blocks.5.scale_shift_table	BF16	[4,1024]	identity_bytes	component.vae.decoder.up_blocks.0.res_blocks.5.scale_shift_table	BF16	[4,1024]	vae.decoder	weight
vae.decoder.up_blocks.0.res_blocks.6.conv1.conv.bias	BF16	[1024]	identity_bytes	component.vae.decoder.up_blocks.0.res_blocks.6.conv1.conv.bias	BF16	[1024]	vae.decoder	weight
vae.decoder.up_blocks.0.res_blocks.6.conv1.conv.weight	BF16	[1024,1024,3,3,3]	identity_bytes	component.vae.decoder.up_blocks.0.res_blocks.6.conv1.conv.weight	BF16	[1024,1024,3,3,3]	vae.decoder	weight
vae.decoder.up_blocks.0.res_blocks.6.conv2.conv.bias	BF16	[1024]	identity_bytes	component.vae.decoder.up_blocks.0.res_blocks.6.conv2.conv.bias	BF16	[1024]	vae.decoder	weight
vae.decoder.up_blocks.0.res_blocks.6.conv2.conv.weight	BF16	[1024,1024,3,3,3]	identity_bytes	component.vae.decoder.up_blocks.0.res_blocks.6.conv2.conv.weight	BF16	[1024,1024,3,3,3]	vae.decoder	weight
vae.decoder.up_blocks.0.res_blocks.6.scale_shift_table	BF16	[4,1024]	identity_bytes	component.vae.decoder.up_blocks.0.res_blocks.6.scale_shift_table	BF16	[4,1024]	vae.decoder	weight
vae.decoder.up_blocks.0.res_blocks.7.conv1.conv.bias	BF16	[1024]	identity_bytes	component.vae.decoder.up_blocks.0.res_blocks.7.conv1.conv.bias	BF16	[1024]	vae.decoder	weight
vae.decoder.up_blocks.0.res_blocks.7.conv1.conv.weight	BF16	[1024,1024,3,3,3]	identity_bytes	component.vae.decoder.up_blocks.0.res_blocks.7.conv1.conv.weight	BF16	[1024,1024,3,3,3]	vae.decoder	weight
vae.decoder.up_blocks.0.res_blocks.7.conv2.conv.bias	BF16	[1024]	identity_bytes	component.vae.decoder.up_blocks.0.res_blocks.7.conv2.conv.bias	BF16	[1024]	vae.decoder	weight
vae.decoder.up_blocks.0.res_blocks.7.conv2.conv.weight	BF16	[1024,1024,3,3,3]	identity_bytes	component.vae.decoder.up_blocks.0.res_blocks.7.conv2.conv.weight	BF16	[1024,1024,3,3,3]	vae.decoder	weight
vae.decoder.up_blocks.0.res_blocks.7.scale_shift_table	BF16	[4,1024]	identity_bytes	component.vae.decoder.up_blocks.0.res_blocks.7.scale_shift_table	BF16	[4,1024]	vae.decoder	weight
vae.decoder.up_blocks.0.time_embedder.timestep_embedder.linear_1.bias	BF16	[4096]	identity_bytes	component.vae.decoder.up_blocks.0.time_embedder.timestep_embedder.linear_1.bias	BF16	[4096]	vae.decoder	weight
vae.decoder.up_blocks.0.time_embedder.timestep_embedder.linear_1.weight	BF16	[4096,256]	identity_bytes	component.vae.decoder.up_blocks.0.time_embedder.timestep_embedder.linear_1.weight	BF16	[4096,256]	vae.decoder	weight
vae.decoder.up_blocks.0.time_embedder.timestep_embedder.linear_2.bias	BF16	[4096]	identity_bytes	component.vae.decoder.up_blocks.0.time_embedder.timestep_embedder.linear_2.bias	BF16	[4096]	vae.decoder	weight
vae.decoder.up_blocks.0.time_embedder.timestep_embedder.linear_2.weight	BF16	[4096,4096]	identity_bytes	component.vae.decoder.up_blocks.0.time_embedder.timestep_embedder.linear_2.weight	BF16	[4096,4096]	vae.decoder	weight
vae.decoder.up_blocks.1.conv.conv.bias	BF16	[4096]	identity_bytes	component.vae.decoder.up_blocks.1.conv.conv.bias	BF16	[4096]	vae.decoder	weight
vae.decoder.up_blocks.1.conv.conv.weight	BF16	[4096,1024,3,3,3]	identity_bytes	component.vae.decoder.up_blocks.1.conv.conv.weight	BF16	[4096,1024,3,3,3]	vae.decoder	weight
vae.decoder.up_blocks.2.res_blocks.0.conv1.conv.bias	BF16	[512]	identity_bytes	component.vae.decoder.up_blocks.2.res_blocks.0.conv1.conv.bias	BF16	[512]	vae.decoder	weight
vae.decoder.up_blocks.2.res_blocks.0.conv1.conv.weight	BF16	[512,512,3,3,3]	identity_bytes	component.vae.decoder.up_blocks.2.res_blocks.0.conv1.conv.weight	BF16	[512,512,3,3,3]	vae.decoder	weight
vae.decoder.up_blocks.2.res_blocks.0.conv2.conv.bias	BF16	[512]	identity_bytes	component.vae.decoder.up_blocks.2.res_blocks.0.conv2.conv.bias	BF16	[512]	vae.decoder	weight
vae.decoder.up_blocks.2.res_blocks.0.conv2.conv.weight	BF16	[512,512,3,3,3]	identity_bytes	component.vae.decoder.up_blocks.2.res_blocks.0.conv2.conv.weight	BF16	[512,512,3,3,3]	vae.decoder	weight
vae.decoder.up_blocks.2.res_blocks.0.per_channel_scale1	BF16	[512,1,1]	identity_bytes	component.vae.decoder.up_blocks.2.res_blocks.0.per_channel_scale1	BF16	[512,1,1]	vae.decoder	weight
vae.decoder.up_blocks.2.res_blocks.0.per_channel_scale2	BF16	[512,1,1]	identity_bytes	component.vae.decoder.up_blocks.2.res_blocks.0.per_channel_scale2	BF16	[512,1,1]	vae.decoder	weight
vae.decoder.up_blocks.2.res_blocks.0.scale_shift_table	BF16	[4,512]	identity_bytes	component.vae.decoder.up_blocks.2.res_blocks.0.scale_shift_table	BF16	[4,512]	vae.decoder	weight
vae.decoder.up_blocks.2.res_blocks.1.conv1.conv.bias	BF16	[512]	identity_bytes	component.vae.decoder.up_blocks.2.res_blocks.1.conv1.conv.bias	BF16	[512]	vae.decoder	weight
vae.decoder.up_blocks.2.res_blocks.1.conv1.conv.weight	BF16	[512,512,3,3,3]	identity_bytes	component.vae.decoder.up_blocks.2.res_blocks.1.conv1.conv.weight	BF16	[512,512,3,3,3]	vae.decoder	weight
vae.decoder.up_blocks.2.res_blocks.1.conv2.conv.bias	BF16	[512]	identity_bytes	component.vae.decoder.up_blocks.2.res_blocks.1.conv2.conv.bias	BF16	[512]	vae.decoder	weight
vae.decoder.up_blocks.2.res_blocks.1.conv2.conv.weight	BF16	[512,512,3,3,3]	identity_bytes	component.vae.decoder.up_blocks.2.res_blocks.1.conv2.conv.weight	BF16	[512,512,3,3,3]	vae.decoder	weight
vae.decoder.up_blocks.2.res_blocks.1.per_channel_scale1	BF16	[512,1,1]	identity_bytes	component.vae.decoder.up_blocks.2.res_blocks.1.per_channel_scale1	BF16	[512,1,1]	vae.decoder	weight
vae.decoder.up_blocks.2.res_blocks.1.per_channel_scale2	BF16	[512,1,1]	identity_bytes	component.vae.decoder.up_blocks.2.res_blocks.1.per_channel_scale2	BF16	[512,1,1]	vae.decoder	weight
vae.decoder.up_blocks.2.res_blocks.1.scale_shift_table	BF16	[4,512]	identity_bytes	component.vae.decoder.up_blocks.2.res_blocks.1.scale_shift_table	BF16	[4,512]	vae.decoder	weight
vae.decoder.up_blocks.2.res_blocks.2.conv1.conv.bias	BF16	[512]	identity_bytes	component.vae.decoder.up_blocks.2.res_blocks.2.conv1.conv.bias	BF16	[512]	vae.decoder	weight
vae.decoder.up_blocks.2.res_blocks.2.conv1.conv.weight	BF16	[512,512,3,3,3]	identity_bytes	component.vae.decoder.up_blocks.2.res_blocks.2.conv1.conv.weight	BF16	[512,512,3,3,3]	vae.decoder	weight
vae.decoder.up_blocks.2.res_blocks.2.conv2.conv.bias	BF16	[512]	identity_bytes	component.vae.decoder.up_blocks.2.res_blocks.2.conv2.conv.bias	BF16	[512]	vae.decoder	weight
vae.decoder.up_blocks.2.res_blocks.2.conv2.conv.weight	BF16	[512,512,3,3,3]	identity_bytes	component.vae.decoder.up_blocks.2.res_blocks.2.conv2.conv.weight	BF16	[512,512,3,3,3]	vae.decoder	weight
vae.decoder.up_blocks.2.res_blocks.2.per_channel_scale1	BF16	[512,1,1]	identity_bytes	component.vae.decoder.up_blocks.2.res_blocks.2.per_channel_scale1	BF16	[512,1,1]	vae.decoder	weight
vae.decoder.up_blocks.2.res_blocks.2.per_channel_scale2	BF16	[512,1,1]	identity_bytes	component.vae.decoder.up_blocks.2.res_blocks.2.per_channel_scale2	BF16	[512,1,1]	vae.decoder	weight
vae.decoder.up_blocks.2.res_blocks.2.scale_shift_table	BF16	[4,512]	identity_bytes	component.vae.decoder.up_blocks.2.res_blocks.2.scale_shift_table	BF16	[4,512]	vae.decoder	weight
vae.decoder.up_blocks.2.res_blocks.3.conv1.conv.bias	BF16	[512]	identity_bytes	component.vae.decoder.up_blocks.2.res_blocks.3.conv1.conv.bias	BF16	[512]	vae.decoder	weight
vae.decoder.up_blocks.2.res_blocks.3.conv1.conv.weight	BF16	[512,512,3,3,3]	identity_bytes	component.vae.decoder.up_blocks.2.res_blocks.3.conv1.conv.weight	BF16	[512,512,3,3,3]	vae.decoder	weight
vae.decoder.up_blocks.2.res_blocks.3.conv2.conv.bias	BF16	[512]	identity_bytes	component.vae.decoder.up_blocks.2.res_blocks.3.conv2.conv.bias	BF16	[512]	vae.decoder	weight
vae.decoder.up_blocks.2.res_blocks.3.conv2.conv.weight	BF16	[512,512,3,3,3]	identity_bytes	component.vae.decoder.up_blocks.2.res_blocks.3.conv2.conv.weight	BF16	[512,512,3,3,3]	vae.decoder	weight
vae.decoder.up_blocks.2.res_blocks.3.per_channel_scale1	BF16	[512,1,1]	identity_bytes	component.vae.decoder.up_blocks.2.res_blocks.3.per_channel_scale1	BF16	[512,1,1]	vae.decoder	weight
vae.decoder.up_blocks.2.res_blocks.3.per_channel_scale2	BF16	[512,1,1]	identity_bytes	component.vae.decoder.up_blocks.2.res_blocks.3.per_channel_scale2	BF16	[512,1,1]	vae.decoder	weight
vae.decoder.up_blocks.2.res_blocks.3.scale_shift_table	BF16	[4,512]	identity_bytes	component.vae.decoder.up_blocks.2.res_blocks.3.scale_shift_table	BF16	[4,512]	vae.decoder	weight
vae.decoder.up_blocks.2.res_blocks.4.conv1.conv.bias	BF16	[512]	identity_bytes	component.vae.decoder.up_blocks.2.res_blocks.4.conv1.conv.bias	BF16	[512]	vae.decoder	weight
vae.decoder.up_blocks.2.res_blocks.4.conv1.conv.weight	BF16	[512,512,3,3,3]	identity_bytes	component.vae.decoder.up_blocks.2.res_blocks.4.conv1.conv.weight	BF16	[512,512,3,3,3]	vae.decoder	weight
vae.decoder.up_blocks.2.res_blocks.4.conv2.conv.bias	BF16	[512]	identity_bytes	component.vae.decoder.up_blocks.2.res_blocks.4.conv2.conv.bias	BF16	[512]	vae.decoder	weight
vae.decoder.up_blocks.2.res_blocks.4.conv2.conv.weight	BF16	[512,512,3,3,3]	identity_bytes	component.vae.decoder.up_blocks.2.res_blocks.4.conv2.conv.weight	BF16	[512,512,3,3,3]	vae.decoder	weight
vae.decoder.up_blocks.2.res_blocks.4.per_channel_scale1	BF16	[512,1,1]	identity_bytes	component.vae.decoder.up_blocks.2.res_blocks.4.per_channel_scale1	BF16	[512,1,1]	vae.decoder	weight
vae.decoder.up_blocks.2.res_blocks.4.per_channel_scale2	BF16	[512,1,1]	identity_bytes	component.vae.decoder.up_blocks.2.res_blocks.4.per_channel_scale2	BF16	[512,1,1]	vae.decoder	weight
vae.decoder.up_blocks.2.res_blocks.4.scale_shift_table	BF16	[4,512]	identity_bytes	component.vae.decoder.up_blocks.2.res_blocks.4.scale_shift_table	BF16	[4,512]	vae.decoder	weight
vae.decoder.up_blocks.2.res_blocks.5.conv1.conv.bias	BF16	[512]	identity_bytes	component.vae.decoder.up_blocks.2.res_blocks.5.conv1.conv.bias	BF16	[512]	vae.decoder	weight
vae.decoder.up_blocks.2.res_blocks.5.conv1.conv.weight	BF16	[512,512,3,3,3]	identity_bytes	component.vae.decoder.up_blocks.2.res_blocks.5.conv1.conv.weight	BF16	[512,512,3,3,3]	vae.decoder	weight
vae.decoder.up_blocks.2.res_blocks.5.conv2.conv.bias	BF16	[512]	identity_bytes	component.vae.decoder.up_blocks.2.res_blocks.5.conv2.conv.bias	BF16	[512]	vae.decoder	weight
vae.decoder.up_blocks.2.res_blocks.5.conv2.conv.weight	BF16	[512,512,3,3,3]	identity_bytes	component.vae.decoder.up_blocks.2.res_blocks.5.conv2.conv.weight	BF16	[512,512,3,3,3]	vae.decoder	weight
vae.decoder.up_blocks.2.res_blocks.5.per_channel_scale1	BF16	[512,1,1]	identity_bytes	component.vae.decoder.up_blocks.2.res_blocks.5.per_channel_scale1	BF16	[512,1,1]	vae.decoder	weight
vae.decoder.up_blocks.2.res_blocks.5.per_channel_scale2	BF16	[512,1,1]	identity_bytes	component.vae.decoder.up_blocks.2.res_blocks.5.per_channel_scale2	BF16	[512,1,1]	vae.decoder	weight
vae.decoder.up_blocks.2.res_blocks.5.scale_shift_table	BF16	[4,512]	identity_bytes	component.vae.decoder.up_blocks.2.res_blocks.5.scale_shift_table	BF16	[4,512]	vae.decoder	weight
vae.decoder.up_blocks.2.res_blocks.6.conv1.conv.bias	BF16	[512]	identity_bytes	component.vae.decoder.up_blocks.2.res_blocks.6.conv1.conv.bias	BF16	[512]	vae.decoder	weight
vae.decoder.up_blocks.2.res_blocks.6.conv1.conv.weight	BF16	[512,512,3,3,3]	identity_bytes	component.vae.decoder.up_blocks.2.res_blocks.6.conv1.conv.weight	BF16	[512,512,3,3,3]	vae.decoder	weight
vae.decoder.up_blocks.2.res_blocks.6.conv2.conv.bias	BF16	[512]	identity_bytes	component.vae.decoder.up_blocks.2.res_blocks.6.conv2.conv.bias	BF16	[512]	vae.decoder	weight
vae.decoder.up_blocks.2.res_blocks.6.conv2.conv.weight	BF16	[512,512,3,3,3]	identity_bytes	component.vae.decoder.up_blocks.2.res_blocks.6.conv2.conv.weight	BF16	[512,512,3,3,3]	vae.decoder	weight
vae.decoder.up_blocks.2.res_blocks.6.per_channel_scale1	BF16	[512,1,1]	identity_bytes	component.vae.decoder.up_blocks.2.res_blocks.6.per_channel_scale1	BF16	[512,1,1]	vae.decoder	weight
vae.decoder.up_blocks.2.res_blocks.6.per_channel_scale2	BF16	[512,1,1]	identity_bytes	component.vae.decoder.up_blocks.2.res_blocks.6.per_channel_scale2	BF16	[512,1,1]	vae.decoder	weight
vae.decoder.up_blocks.2.res_blocks.6.scale_shift_table	BF16	[4,512]	identity_bytes	component.vae.decoder.up_blocks.2.res_blocks.6.scale_shift_table	BF16	[4,512]	vae.decoder	weight
vae.decoder.up_blocks.2.time_embedder.timestep_embedder.linear_1.bias	BF16	[2048]	identity_bytes	component.vae.decoder.up_blocks.2.time_embedder.timestep_embedder.linear_1.bias	BF16	[2048]	vae.decoder	weight
vae.decoder.up_blocks.2.time_embedder.timestep_embedder.linear_1.weight	BF16	[2048,256]	identity_bytes	component.vae.decoder.up_blocks.2.time_embedder.timestep_embedder.linear_1.weight	BF16	[2048,256]	vae.decoder	weight
vae.decoder.up_blocks.2.time_embedder.timestep_embedder.linear_2.bias	BF16	[2048]	identity_bytes	component.vae.decoder.up_blocks.2.time_embedder.timestep_embedder.linear_2.bias	BF16	[2048]	vae.decoder	weight
vae.decoder.up_blocks.2.time_embedder.timestep_embedder.linear_2.weight	BF16	[2048,2048]	identity_bytes	component.vae.decoder.up_blocks.2.time_embedder.timestep_embedder.linear_2.weight	BF16	[2048,2048]	vae.decoder	weight
vae.decoder.up_blocks.3.conv.conv.bias	BF16	[2048]	identity_bytes	component.vae.decoder.up_blocks.3.conv.conv.bias	BF16	[2048]	vae.decoder	weight
vae.decoder.up_blocks.3.conv.conv.weight	BF16	[2048,512,3,3,3]	identity_bytes	component.vae.decoder.up_blocks.3.conv.conv.weight	BF16	[2048,512,3,3,3]	vae.decoder	weight
vae.decoder.up_blocks.4.res_blocks.0.conv1.conv.bias	BF16	[256]	identity_bytes	component.vae.decoder.up_blocks.4.res_blocks.0.conv1.conv.bias	BF16	[256]	vae.decoder	weight
vae.decoder.up_blocks.4.res_blocks.0.conv1.conv.weight	BF16	[256,256,3,3,3]	identity_bytes	component.vae.decoder.up_blocks.4.res_blocks.0.conv1.conv.weight	BF16	[256,256,3,3,3]	vae.decoder	weight
vae.decoder.up_blocks.4.res_blocks.0.conv2.conv.bias	BF16	[256]	identity_bytes	component.vae.decoder.up_blocks.4.res_blocks.0.conv2.conv.bias	BF16	[256]	vae.decoder	weight
vae.decoder.up_blocks.4.res_blocks.0.conv2.conv.weight	BF16	[256,256,3,3,3]	identity_bytes	component.vae.decoder.up_blocks.4.res_blocks.0.conv2.conv.weight	BF16	[256,256,3,3,3]	vae.decoder	weight
vae.decoder.up_blocks.4.res_blocks.0.per_channel_scale1	BF16	[256,1,1]	identity_bytes	component.vae.decoder.up_blocks.4.res_blocks.0.per_channel_scale1	BF16	[256,1,1]	vae.decoder	weight
vae.decoder.up_blocks.4.res_blocks.0.per_channel_scale2	BF16	[256,1,1]	identity_bytes	component.vae.decoder.up_blocks.4.res_blocks.0.per_channel_scale2	BF16	[256,1,1]	vae.decoder	weight
vae.decoder.up_blocks.4.res_blocks.0.scale_shift_table	BF16	[4,256]	identity_bytes	component.vae.decoder.up_blocks.4.res_blocks.0.scale_shift_table	BF16	[4,256]	vae.decoder	weight
vae.decoder.up_blocks.4.res_blocks.1.conv1.conv.bias	BF16	[256]	identity_bytes	component.vae.decoder.up_blocks.4.res_blocks.1.conv1.conv.bias	BF16	[256]	vae.decoder	weight
vae.decoder.up_blocks.4.res_blocks.1.conv1.conv.weight	BF16	[256,256,3,3,3]	identity_bytes	component.vae.decoder.up_blocks.4.res_blocks.1.conv1.conv.weight	BF16	[256,256,3,3,3]	vae.decoder	weight
vae.decoder.up_blocks.4.res_blocks.1.conv2.conv.bias	BF16	[256]	identity_bytes	component.vae.decoder.up_blocks.4.res_blocks.1.conv2.conv.bias	BF16	[256]	vae.decoder	weight
vae.decoder.up_blocks.4.res_blocks.1.conv2.conv.weight	BF16	[256,256,3,3,3]	identity_bytes	component.vae.decoder.up_blocks.4.res_blocks.1.conv2.conv.weight	BF16	[256,256,3,3,3]	vae.decoder	weight
vae.decoder.up_blocks.4.res_blocks.1.per_channel_scale1	BF16	[256,1,1]	identity_bytes	component.vae.decoder.up_blocks.4.res_blocks.1.per_channel_scale1	BF16	[256,1,1]	vae.decoder	weight
vae.decoder.up_blocks.4.res_blocks.1.per_channel_scale2	BF16	[256,1,1]	identity_bytes	component.vae.decoder.up_blocks.4.res_blocks.1.per_channel_scale2	BF16	[256,1,1]	vae.decoder	weight
vae.decoder.up_blocks.4.res_blocks.1.scale_shift_table	BF16	[4,256]	identity_bytes	component.vae.decoder.up_blocks.4.res_blocks.1.scale_shift_table	BF16	[4,256]	vae.decoder	weight
vae.decoder.up_blocks.4.res_blocks.2.conv1.conv.bias	BF16	[256]	identity_bytes	component.vae.decoder.up_blocks.4.res_blocks.2.conv1.conv.bias	BF16	[256]	vae.decoder	weight
vae.decoder.up_blocks.4.res_blocks.2.conv1.conv.weight	BF16	[256,256,3,3,3]	identity_bytes	component.vae.decoder.up_blocks.4.res_blocks.2.conv1.conv.weight	BF16	[256,256,3,3,3]	vae.decoder	weight
vae.decoder.up_blocks.4.res_blocks.2.conv2.conv.bias	BF16	[256]	identity_bytes	component.vae.decoder.up_blocks.4.res_blocks.2.conv2.conv.bias	BF16	[256]	vae.decoder	weight
vae.decoder.up_blocks.4.res_blocks.2.conv2.conv.weight	BF16	[256,256,3,3,3]	identity_bytes	component.vae.decoder.up_blocks.4.res_blocks.2.conv2.conv.weight	BF16	[256,256,3,3,3]	vae.decoder	weight
vae.decoder.up_blocks.4.res_blocks.2.per_channel_scale1	BF16	[256,1,1]	identity_bytes	component.vae.decoder.up_blocks.4.res_blocks.2.per_channel_scale1	BF16	[256,1,1]	vae.decoder	weight
vae.decoder.up_blocks.4.res_blocks.2.per_channel_scale2	BF16	[256,1,1]	identity_bytes	component.vae.decoder.up_blocks.4.res_blocks.2.per_channel_scale2	BF16	[256,1,1]	vae.decoder	weight
vae.decoder.up_blocks.4.res_blocks.2.scale_shift_table	BF16	[4,256]	identity_bytes	component.vae.decoder.up_blocks.4.res_blocks.2.scale_shift_table	BF16	[4,256]	vae.decoder	weight
vae.decoder.up_blocks.4.res_blocks.3.conv1.conv.bias	BF16	[256]	identity_bytes	component.vae.decoder.up_blocks.4.res_blocks.3.conv1.conv.bias	BF16	[256]	vae.decoder	weight
vae.decoder.up_blocks.4.res_blocks.3.conv1.conv.weight	BF16	[256,256,3,3,3]	identity_bytes	component.vae.decoder.up_blocks.4.res_blocks.3.conv1.conv.weight	BF16	[256,256,3,3,3]	vae.decoder	weight
