source_name	storage_name	source_dtype	source_shape	storage_offset	transformation	destination_name	destination_dtype	destination_shape	component	role
up_blocks.2.motion_modules.2.temporal_transformer.transformer_blocks.0.ff_norm.weight	681	F32	640	0	identity_bytes	up_blocks.2.motion_modules.2.temporal_transformer.transformer_blocks.0.ff_norm.weight	F32	640	temporal_conditional_unet_2d	weight
up_blocks.2.motion_modules.2.temporal_transformer.transformer_blocks.0.norms.0.bias	674	F32	640	0	identity_bytes	up_blocks.2.motion_modules.2.temporal_transformer.transformer_blocks.0.norms.0.bias	F32	640	temporal_conditional_unet_2d	weight
up_blocks.2.motion_modules.2.temporal_transformer.transformer_blocks.0.norms.0.weight	673	F32	640	0	identity_bytes	up_blocks.2.motion_modules.2.temporal_transformer.transformer_blocks.0.norms.0.weight	F32	640	temporal_conditional_unet_2d	weight
up_blocks.2.motion_modules.2.temporal_transformer.transformer_blocks.0.norms.1.bias	676	F32	640	0	identity_bytes	up_blocks.2.motion_modules.2.temporal_transformer.transformer_blocks.0.norms.1.bias	F32	640	temporal_conditional_unet_2d	weight
up_blocks.2.motion_modules.2.temporal_transformer.transformer_blocks.0.norms.1.weight	675	F32	640	0	identity_bytes	up_blocks.2.motion_modules.2.temporal_transformer.transformer_blocks.0.norms.1.weight	F32	640	temporal_conditional_unet_2d	weight
up_blocks.2.resnets.0.conv1.bias	568	F32	640	0	identity_bytes	up_blocks.2.resnets.0.conv1.bias	F32	640	temporal_conditional_unet_2d	weight
up_blocks.2.resnets.0.conv1.weight	567	F32	640,1920,3,3	0	identity_bytes	up_blocks.2.resnets.0.conv1.weight	F32	640,1920,3,3	temporal_conditional_unet_2d	weight
up_blocks.2.resnets.0.conv2.bias	574	F32	640	0	identity_bytes	up_blocks.2.resnets.0.conv2.bias	F32	640	temporal_conditional_unet_2d	weight
up_blocks.2.resnets.0.conv2.weight	573	F32	640,640,3,3	0	identity_bytes	up_blocks.2.resnets.0.conv2.weight	F32	640,640,3,3	temporal_conditional_unet_2d	weight
up_blocks.2.resnets.0.conv_shortcut.bias	576	F32	640	0	identity_bytes	up_blocks.2.resnets.0.conv_shortcut.bias	F32	640	temporal_conditional_unet_2d	weight
up_blocks.2.resnets.0.conv_shortcut.weight	575	F32	640,1920,1,1	0	identity_bytes	up_blocks.2.resnets.0.conv_shortcut.weight	F32	640,1920,1,1	temporal_conditional_unet_2d	weight
up_blocks.2.resnets.0.norm1.bias	566	F32	1920	0	identity_bytes	up_blocks.2.resnets.0.norm1.bias	F32	1920	temporal_conditional_unet_2d	weight
up_blocks.2.resnets.0.norm1.weight	565	F32	1920	0	identity_bytes	up_blocks.2.resnets.0.norm1.weight	F32	1920	temporal_conditional_unet_2d	weight
up_blocks.2.resnets.0.norm2.bias	572	F32	640	0	identity_bytes	up_blocks.2.resnets.0.norm2.bias	F32	640	temporal_conditional_unet_2d	weight
up_blocks.2.resnets.0.norm2.weight	571	F32	640	0	identity_bytes	up_blocks.2.resnets.0.norm2.weight	F32	640	temporal_conditional_unet_2d	weight
up_blocks.2.resnets.0.time_emb_proj.bias	570	F32	640	0	identity_bytes	up_blocks.2.resnets.0.time_emb_proj.bias	F32	640	temporal_conditional_unet_2d	weight
up_blocks.2.resnets.0.time_emb_proj.weight	569	F32	640,1280	0	identity_bytes	up_blocks.2.resnets.0.time_emb_proj.weight	F32	640,1280	temporal_conditional_unet_2d	weight
up_blocks.2.resnets.1.conv1.bias	580	F32	640	0	identity_bytes	up_blocks.2.resnets.1.conv1.bias	F32	640	temporal_conditional_unet_2d	weight
up_blocks.2.resnets.1.conv1.weight	579	F32	640,1280,3,3	0	identity_bytes	up_blocks.2.resnets.1.conv1.weight	F32	640,1280,3,3	temporal_conditional_unet_2d	weight
up_blocks.2.resnets.1.conv2.bias	586	F32	640	0	identity_bytes	up_blocks.2.resnets.1.conv2.bias	F32	640	temporal_conditional_unet_2d	weight
up_blocks.2.resnets.1.conv2.weight	585	F32	640,640,3,3	0	identity_bytes	up_blocks.2.resnets.1.conv2.weight	F32	640,640,3,3	temporal_conditional_unet_2d	weight
up_blocks.2.resnets.1.conv_shortcut.bias	588	F32	640	0	identity_bytes	up_blocks.2.resnets.1.conv_shortcut.bias	F32	640	temporal_conditional_unet_2d	weight
up_blocks.2.resnets.1.conv_shortcut.weight	587	F32	640,1280,1,1	0	identity_bytes	up_blocks.2.resnets.1.conv_shortcut.weight	F32	640,1280,1,1	temporal_conditional_unet_2d	weight
up_blocks.2.resnets.1.norm1.bias	578	F32	1280	0	identity_bytes	up_blocks.2.resnets.1.norm1.bias	F32	1280	temporal_conditional_unet_2d	weight
up_blocks.2.resnets.1.norm1.weight	577	F32	1280	0	identity_bytes	up_blocks.2.resnets.1.norm1.weight	F32	1280	temporal_conditional_unet_2d	weight
up_blocks.2.resnets.1.norm2.bias	584	F32	640	0	identity_bytes	up_blocks.2.resnets.1.norm2.bias	F32	640	temporal_conditional_unet_2d	weight
up_blocks.2.resnets.1.norm2.weight	583	F32	640	0	identity_bytes	up_blocks.2.resnets.1.norm2.weight	F32	640	temporal_conditional_unet_2d	weight
up_blocks.2.resnets.1.time_emb_proj.bias	582	F32	640	0	identity_bytes	up_blocks.2.resnets.1.time_emb_proj.bias	F32	640	temporal_conditional_unet_2d	weight
up_blocks.2.resnets.1.time_emb_proj.weight	581	F32	640,1280	0	identity_bytes	up_blocks.2.resnets.1.time_emb_proj.weight	F32	640,1280	temporal_conditional_unet_2d	weight
up_blocks.2.resnets.2.conv1.bias	592	F32	640	0	identity_bytes	up_blocks.2.resnets.2.conv1.bias	F32	640	temporal_conditional_unet_2d	weight
up_blocks.2.resnets.2.conv1.weight	591	F32	640,960,3,3	0	identity_bytes	up_blocks.2.resnets.2.conv1.weight	F32	640,960,3,3	temporal_conditional_unet_2d	weight
up_blocks.2.resnets.2.conv2.bias	598	F32	640	0	identity_bytes	up_blocks.2.resnets.2.conv2.bias	F32	640	temporal_conditional_unet_2d	weight
up_blocks.2.resnets.2.conv2.weight	597	F32	640,640,3,3	0	identity_bytes	up_blocks.2.resnets.2.conv2.weight	F32	640,640,3,3	temporal_conditional_unet_2d	weight
up_blocks.2.resnets.2.conv_shortcut.bias	600	F32	640	0	identity_bytes	up_blocks.2.resnets.2.conv_shortcut.bias	F32	640	temporal_conditional_unet_2d	weight
up_blocks.2.resnets.2.conv_shortcut.weight	599	F32	640,960,1,1	0	identity_bytes	up_blocks.2.resnets.2.conv_shortcut.weight	F32	640,960,1,1	temporal_conditional_unet_2d	weight
up_blocks.2.resnets.2.norm1.bias	590	F32	960	0	identity_bytes	up_blocks.2.resnets.2.norm1.bias	F32	960	temporal_conditional_unet_2d	weight
up_blocks.2.resnets.2.norm1.weight	589	F32	960	0	identity_bytes	up_blocks.2.resnets.2.norm1.weight	F32	960	temporal_conditional_unet_2d	weight
up_blocks.2.resnets.2.norm2.bias	596	F32	640	0	identity_bytes	up_blocks.2.resnets.2.norm2.bias	F32	640	temporal_conditional_unet_2d	weight
up_blocks.2.resnets.2.norm2.weight	595	F32	640	0	identity_bytes	up_blocks.2.resnets.2.norm2.weight	F32	640	temporal_conditional_unet_2d	weight
up_blocks.2.resnets.2.time_emb_proj.bias	594	F32	640	0	identity_bytes	up_blocks.2.resnets.2.time_emb_proj.bias	F32	640	temporal_conditional_unet_2d	weight
up_blocks.2.resnets.2.time_emb_proj.weight	593	F32	640,1280	0	identity_bytes	up_blocks.2.resnets.2.time_emb_proj.weight	F32	640,1280	temporal_conditional_unet_2d	weight
up_blocks.2.upsamplers.0.conv.bias	686	F32	640	0	identity_bytes	up_blocks.2.upsamplers.0.conv.bias	F32	640	temporal_conditional_unet_2d	weight
up_blocks.2.upsamplers.0.conv.weight	685	F32	640,640,3,3	0	identity_bytes	up_blocks.2.upsamplers.0.conv.weight	F32	640,640,3,3	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.0.norm.bias	688	F32	320	0	identity_bytes	up_blocks.3.attentions.0.norm.bias	F32	320	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.0.norm.weight	687	F32	320	0	identity_bytes	up_blocks.3.attentions.0.norm.weight	F32	320	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.0.proj_in.bias	690	F32	320	0	identity_bytes	up_blocks.3.attentions.0.proj_in.bias	F32	320	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.0.proj_in.weight	689	F32	320,320,1,1	0	identity_bytes	up_blocks.3.attentions.0.proj_in.weight	F32	320,320,1,1	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.0.proj_out.bias	712	F32	320	0	identity_bytes	up_blocks.3.attentions.0.proj_out.bias	F32	320	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.0.proj_out.weight	711	F32	320,320,1,1	0	identity_bytes	up_blocks.3.attentions.0.proj_out.weight	F32	320,320,1,1	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.0.transformer_blocks.0.attn1.to_k.weight	694	F32	320,320	0	identity_bytes	up_blocks.3.attentions.0.transformer_blocks.0.attn1.to_k.weight	F32	320,320	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.0.transformer_blocks.0.attn1.to_out.0.bias	697	F32	320	0	identity_bytes	up_blocks.3.attentions.0.transformer_blocks.0.attn1.to_out.0.bias	F32	320	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.0.transformer_blocks.0.attn1.to_out.0.weight	696	F32	320,320	0	identity_bytes	up_blocks.3.attentions.0.transformer_blocks.0.attn1.to_out.0.weight	F32	320,320	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.0.transformer_blocks.0.attn1.to_q.weight	693	F32	320,320	0	identity_bytes	up_blocks.3.attentions.0.transformer_blocks.0.attn1.to_q.weight	F32	320,320	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.0.transformer_blocks.0.attn1.to_v.weight	695	F32	320,320	0	identity_bytes	up_blocks.3.attentions.0.transformer_blocks.0.attn1.to_v.weight	F32	320,320	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.0.transformer_blocks.0.attn2.to_k.weight	701	F32	320,384	0	identity_bytes	up_blocks.3.attentions.0.transformer_blocks.0.attn2.to_k.weight	F32	320,384	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.0.transformer_blocks.0.attn2.to_out.0.bias	704	F32	320	0	identity_bytes	up_blocks.3.attentions.0.transformer_blocks.0.attn2.to_out.0.bias	F32	320	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.0.transformer_blocks.0.attn2.to_out.0.weight	703	F32	320,320	0	identity_bytes	up_blocks.3.attentions.0.transformer_blocks.0.attn2.to_out.0.weight	F32	320,320	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.0.transformer_blocks.0.attn2.to_q.weight	700	F32	320,320	0	identity_bytes	up_blocks.3.attentions.0.transformer_blocks.0.attn2.to_q.weight	F32	320,320	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.0.transformer_blocks.0.attn2.to_v.weight	702	F32	320,384	0	identity_bytes	up_blocks.3.attentions.0.transformer_blocks.0.attn2.to_v.weight	F32	320,384	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.0.transformer_blocks.0.ff.net.0.proj.bias	706	F32	2560	0	identity_bytes	up_blocks.3.attentions.0.transformer_blocks.0.ff.net.0.proj.bias	F32	2560	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.0.transformer_blocks.0.ff.net.0.proj.weight	705	F32	2560,320	0	identity_bytes	up_blocks.3.attentions.0.transformer_blocks.0.ff.net.0.proj.weight	F32	2560,320	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.0.transformer_blocks.0.ff.net.2.bias	708	F32	320	0	identity_bytes	up_blocks.3.attentions.0.transformer_blocks.0.ff.net.2.bias	F32	320	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.0.transformer_blocks.0.ff.net.2.weight	707	F32	320,1280	0	identity_bytes	up_blocks.3.attentions.0.transformer_blocks.0.ff.net.2.weight	F32	320,1280	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.0.transformer_blocks.0.norm1.bias	692	F32	320	0	identity_bytes	up_blocks.3.attentions.0.transformer_blocks.0.norm1.bias	F32	320	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.0.transformer_blocks.0.norm1.weight	691	F32	320	0	identity_bytes	up_blocks.3.attentions.0.transformer_blocks.0.norm1.weight	F32	320	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.0.transformer_blocks.0.norm2.bias	699	F32	320	0	identity_bytes	up_blocks.3.attentions.0.transformer_blocks.0.norm2.bias	F32	320	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.0.transformer_blocks.0.norm2.weight	698	F32	320	0	identity_bytes	up_blocks.3.attentions.0.transformer_blocks.0.norm2.weight	F32	320	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.0.transformer_blocks.0.norm3.bias	710	F32	320	0	identity_bytes	up_blocks.3.attentions.0.transformer_blocks.0.norm3.bias	F32	320	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.0.transformer_blocks.0.norm3.weight	709	F32	320	0	identity_bytes	up_blocks.3.attentions.0.transformer_blocks.0.norm3.weight	F32	320	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.1.norm.bias	714	F32	320	0	identity_bytes	up_blocks.3.attentions.1.norm.bias	F32	320	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.1.norm.weight	713	F32	320	0	identity_bytes	up_blocks.3.attentions.1.norm.weight	F32	320	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.1.proj_in.bias	716	F32	320	0	identity_bytes	up_blocks.3.attentions.1.proj_in.bias	F32	320	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.1.proj_in.weight	715	F32	320,320,1,1	0	identity_bytes	up_blocks.3.attentions.1.proj_in.weight	F32	320,320,1,1	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.1.proj_out.bias	738	F32	320	0	identity_bytes	up_blocks.3.attentions.1.proj_out.bias	F32	320	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.1.proj_out.weight	737	F32	320,320,1,1	0	identity_bytes	up_blocks.3.attentions.1.proj_out.weight	F32	320,320,1,1	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.1.transformer_blocks.0.attn1.to_k.weight	720	F32	320,320	0	identity_bytes	up_blocks.3.attentions.1.transformer_blocks.0.attn1.to_k.weight	F32	320,320	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.1.transformer_blocks.0.attn1.to_out.0.bias	723	F32	320	0	identity_bytes	up_blocks.3.attentions.1.transformer_blocks.0.attn1.to_out.0.bias	F32	320	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.1.transformer_blocks.0.attn1.to_out.0.weight	722	F32	320,320	0	identity_bytes	up_blocks.3.attentions.1.transformer_blocks.0.attn1.to_out.0.weight	F32	320,320	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.1.transformer_blocks.0.attn1.to_q.weight	719	F32	320,320	0	identity_bytes	up_blocks.3.attentions.1.transformer_blocks.0.attn1.to_q.weight	F32	320,320	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.1.transformer_blocks.0.attn1.to_v.weight	721	F32	320,320	0	identity_bytes	up_blocks.3.attentions.1.transformer_blocks.0.attn1.to_v.weight	F32	320,320	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.1.transformer_blocks.0.attn2.to_k.weight	727	F32	320,384	0	identity_bytes	up_blocks.3.attentions.1.transformer_blocks.0.attn2.to_k.weight	F32	320,384	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.1.transformer_blocks.0.attn2.to_out.0.bias	730	F32	320	0	identity_bytes	up_blocks.3.attentions.1.transformer_blocks.0.attn2.to_out.0.bias	F32	320	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.1.transformer_blocks.0.attn2.to_out.0.weight	729	F32	320,320	0	identity_bytes	up_blocks.3.attentions.1.transformer_blocks.0.attn2.to_out.0.weight	F32	320,320	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.1.transformer_blocks.0.attn2.to_q.weight	726	F32	320,320	0	identity_bytes	up_blocks.3.attentions.1.transformer_blocks.0.attn2.to_q.weight	F32	320,320	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.1.transformer_blocks.0.attn2.to_v.weight	728	F32	320,384	0	identity_bytes	up_blocks.3.attentions.1.transformer_blocks.0.attn2.to_v.weight	F32	320,384	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.1.transformer_blocks.0.ff.net.0.proj.bias	732	F32	2560	0	identity_bytes	up_blocks.3.attentions.1.transformer_blocks.0.ff.net.0.proj.bias	F32	2560	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.1.transformer_blocks.0.ff.net.0.proj.weight	731	F32	2560,320	0	identity_bytes	up_blocks.3.attentions.1.transformer_blocks.0.ff.net.0.proj.weight	F32	2560,320	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.1.transformer_blocks.0.ff.net.2.bias	734	F32	320	0	identity_bytes	up_blocks.3.attentions.1.transformer_blocks.0.ff.net.2.bias	F32	320	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.1.transformer_blocks.0.ff.net.2.weight	733	F32	320,1280	0	identity_bytes	up_blocks.3.attentions.1.transformer_blocks.0.ff.net.2.weight	F32	320,1280	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.1.transformer_blocks.0.norm1.bias	718	F32	320	0	identity_bytes	up_blocks.3.attentions.1.transformer_blocks.0.norm1.bias	F32	320	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.1.transformer_blocks.0.norm1.weight	717	F32	320	0	identity_bytes	up_blocks.3.attentions.1.transformer_blocks.0.norm1.weight	F32	320	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.1.transformer_blocks.0.norm2.bias	725	F32	320	0	identity_bytes	up_blocks.3.attentions.1.transformer_blocks.0.norm2.bias	F32	320	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.1.transformer_blocks.0.norm2.weight	724	F32	320	0	identity_bytes	up_blocks.3.attentions.1.transformer_blocks.0.norm2.weight	F32	320	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.1.transformer_blocks.0.norm3.bias	736	F32	320	0	identity_bytes	up_blocks.3.attentions.1.transformer_blocks.0.norm3.bias	F32	320	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.1.transformer_blocks.0.norm3.weight	735	F32	320	0	identity_bytes	up_blocks.3.attentions.1.transformer_blocks.0.norm3.weight	F32	320	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.2.norm.bias	740	F32	320	0	identity_bytes	up_blocks.3.attentions.2.norm.bias	F32	320	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.2.norm.weight	739	F32	320	0	identity_bytes	up_blocks.3.attentions.2.norm.weight	F32	320	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.2.proj_in.bias	742	F32	320	0	identity_bytes	up_blocks.3.attentions.2.proj_in.bias	F32	320	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.2.proj_in.weight	741	F32	320,320,1,1	0	identity_bytes	up_blocks.3.attentions.2.proj_in.weight	F32	320,320,1,1	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.2.proj_out.bias	764	F32	320	0	identity_bytes	up_blocks.3.attentions.2.proj_out.bias	F32	320	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.2.proj_out.weight	763	F32	320,320,1,1	0	identity_bytes	up_blocks.3.attentions.2.proj_out.weight	F32	320,320,1,1	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.2.transformer_blocks.0.attn1.to_k.weight	746	F32	320,320	0	identity_bytes	up_blocks.3.attentions.2.transformer_blocks.0.attn1.to_k.weight	F32	320,320	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.2.transformer_blocks.0.attn1.to_out.0.bias	749	F32	320	0	identity_bytes	up_blocks.3.attentions.2.transformer_blocks.0.attn1.to_out.0.bias	F32	320	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.2.transformer_blocks.0.attn1.to_out.0.weight	748	F32	320,320	0	identity_bytes	up_blocks.3.attentions.2.transformer_blocks.0.attn1.to_out.0.weight	F32	320,320	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.2.transformer_blocks.0.attn1.to_q.weight	745	F32	320,320	0	identity_bytes	up_blocks.3.attentions.2.transformer_blocks.0.attn1.to_q.weight	F32	320,320	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.2.transformer_blocks.0.attn1.to_v.weight	747	F32	320,320	0	identity_bytes	up_blocks.3.attentions.2.transformer_blocks.0.attn1.to_v.weight	F32	320,320	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.2.transformer_blocks.0.attn2.to_k.weight	753	F32	320,384	0	identity_bytes	up_blocks.3.attentions.2.transformer_blocks.0.attn2.to_k.weight	F32	320,384	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.2.transformer_blocks.0.attn2.to_out.0.bias	756	F32	320	0	identity_bytes	up_blocks.3.attentions.2.transformer_blocks.0.attn2.to_out.0.bias	F32	320	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.2.transformer_blocks.0.attn2.to_out.0.weight	755	F32	320,320	0	identity_bytes	up_blocks.3.attentions.2.transformer_blocks.0.attn2.to_out.0.weight	F32	320,320	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.2.transformer_blocks.0.attn2.to_q.weight	752	F32	320,320	0	identity_bytes	up_blocks.3.attentions.2.transformer_blocks.0.attn2.to_q.weight	F32	320,320	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.2.transformer_blocks.0.attn2.to_v.weight	754	F32	320,384	0	identity_bytes	up_blocks.3.attentions.2.transformer_blocks.0.attn2.to_v.weight	F32	320,384	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.2.transformer_blocks.0.ff.net.0.proj.bias	758	F32	2560	0	identity_bytes	up_blocks.3.attentions.2.transformer_blocks.0.ff.net.0.proj.bias	F32	2560	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.2.transformer_blocks.0.ff.net.0.proj.weight	757	F32	2560,320	0	identity_bytes	up_blocks.3.attentions.2.transformer_blocks.0.ff.net.0.proj.weight	F32	2560,320	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.2.transformer_blocks.0.ff.net.2.bias	760	F32	320	0	identity_bytes	up_blocks.3.attentions.2.transformer_blocks.0.ff.net.2.bias	F32	320	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.2.transformer_blocks.0.ff.net.2.weight	759	F32	320,1280	0	identity_bytes	up_blocks.3.attentions.2.transformer_blocks.0.ff.net.2.weight	F32	320,1280	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.2.transformer_blocks.0.norm1.bias	744	F32	320	0	identity_bytes	up_blocks.3.attentions.2.transformer_blocks.0.norm1.bias	F32	320	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.2.transformer_blocks.0.norm1.weight	743	F32	320	0	identity_bytes	up_blocks.3.attentions.2.transformer_blocks.0.norm1.weight	F32	320	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.2.transformer_blocks.0.norm2.bias	751	F32	320	0	identity_bytes	up_blocks.3.attentions.2.transformer_blocks.0.norm2.bias	F32	320	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.2.transformer_blocks.0.norm2.weight	750	F32	320	0	identity_bytes	up_blocks.3.attentions.2.transformer_blocks.0.norm2.weight	F32	320	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.2.transformer_blocks.0.norm3.bias	762	F32	320	0	identity_bytes	up_blocks.3.attentions.2.transformer_blocks.0.norm3.bias	F32	320	temporal_conditional_unet_2d	weight
up_blocks.3.attentions.2.transformer_blocks.0.norm3.weight	761	F32	320	0	identity_bytes	up_blocks.3.attentions.2.transformer_blocks.0.norm3.weight	F32	320	temporal_conditional_unet_2d	weight
up_blocks.3.motion_modules.0.temporal_transformer.norm.bias	802	F32	320	0	identity_bytes	up_blocks.3.motion_modules.0.temporal_transformer.norm.bias	F32	320	temporal_conditional_unet_2d	weight
up_blocks.3.motion_modules.0.temporal_transformer.norm.weight	801	F32	320	0	identity_bytes	up_blocks.3.motion_modules.0.temporal_transformer.norm.weight	F32	320	temporal_conditional_unet_2d	weight
up_blocks.3.motion_modules.0.temporal_transformer.proj_in.bias	804	F32	320	0	identity_bytes	up_blocks.3.motion_modules.0.temporal_transformer.proj_in.bias	F32	320	temporal_conditional_unet_2d	weight
up_blocks.3.motion_modules.0.temporal_transformer.proj_in.weight	803	F32	320,320	0	identity_bytes	up_blocks.3.motion_modules.0.temporal_transformer.proj_in.weight	F32	320,320	temporal_conditional_unet_2d	weight
up_blocks.3.motion_modules.0.temporal_transformer.proj_out.bias	828	F32	320	0	identity_bytes	up_blocks.3.motion_modules.0.temporal_transformer.proj_out.bias	F32	320	temporal_conditional_unet_2d	weight
up_blocks.3.motion_modules.0.temporal_transformer.proj_out.weight	827	F32	320,320	0	identity_bytes	up_blocks.3.motion_modules.0.temporal_transformer.proj_out.weight	F32	320,320	temporal_conditional_unet_2d	weight
up_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.0.pos_encoder.pe	810	F32	1,24,320	0	identity_bytes	up_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.0.pos_encoder.pe	F32	1,24,320	temporal_conditional_unet_2d	weight
up_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.0.to_k.weight	806	F32	320,320	0	identity_bytes	up_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.0.to_k.weight	F32	320,320	temporal_conditional_unet_2d	weight
up_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.0.to_out.0.bias	809	F32	320	0	identity_bytes	up_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.0.to_out.0.bias	F32	320	temporal_conditional_unet_2d	weight
up_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.0.to_out.0.weight	808	F32	320,320	0	identity_bytes	up_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.0.to_out.0.weight	F32	320,320	temporal_conditional_unet_2d	weight
up_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.0.to_q.weight	805	F32	320,320	0	identity_bytes	up_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.0.to_q.weight	F32	320,320	temporal_conditional_unet_2d	weight
up_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.0.to_v.weight	807	F32	320,320	0	identity_bytes	up_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.0.to_v.weight	F32	320,320	temporal_conditional_unet_2d	weight
up_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.1.pos_encoder.pe	816	F32	1,24,320	0	identity_bytes	up_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.1.pos_encoder.pe	F32	1,24,320	temporal_conditional_unet_2d	weight
up_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.1.to_k.weight	812	F32	320,320	0	identity_bytes	up_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.1.to_k.weight	F32	320,320	temporal_conditional_unet_2d	weight
up_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.1.to_out.0.bias	815	F32	320	0	identity_bytes	up_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.1.to_out.0.bias	F32	320	temporal_conditional_unet_2d	weight
